city,surfaceArea,roomsQuantity,bedroomsQuantity,floorQuantity,floor,isInCondominium,price,district_libelle,surfaceArea_bins
Paris 9e,25.0,1.0,1.0,7.0,6.0,True,299000.0,Trudaine - Rochechouart,small
Paris 15e,91.0,5.0,3.0,9.0,1.0,True,949000.0,Citroën - Boucicaut,medium
Paris 16e,19.35,1.0,0.0,7.0,7.0,True,197000.0,Porte de Saint-Cloud - Auteuil-Sud,small
Paris 18e,29.86,2.0,1.0,1.0,1.0,True,395000.0,Montmartre - Sacré Coeur - Abbesses,small
Paris 19e,18.33,1.0,0.0,6.0,2.0,True,128800.0,Porte de la Villette,small
Paris 14e,89.0,4.0,3.0,10.0,2.0,True,698000.0,Didot - Porte de Vanves,medium
Paris 12e,90.0,4.0,2.0,8.0,6.0,True,850000.0,Aligre - Gare de Lyon,medium
Paris 5e,69.21,3.0,2.0,5.0,2.0,True,1022000.0,Monge - Jussieu,medium
Paris 20e,25.25,2.0,1.0,2.0,2.0,True,285000.0,Belleville,small
Paris 16e,149.0,6.0,4.0,6.0,4.0,False,1410000.0,Passy - Maison de la Radio - Muette-Sud,large
Paris 19e,95.0,4.0,3.0,7.0,2.0,True,720000.0,Danube,medium
Paris 17e,46.8,3.0,2.0,4.0,1.0,True,519000.0,Batignolles - Cardinet,small
Paris 11e,76.0,4.0,2.0,6.0,1.0,True,840000.0,Nation - Alexandre Dumas,medium
Paris 12e,119.45,5.0,3.0,5.0,3.0,True,1250000.0,Aligre - Gare de Lyon,large
Paris 19e,86.0,4.0,3.0,9.0,4.0,True,575000.0,Flandre - Aubervilliers,medium
Paris 16e,118.0,5.0,3.0,9.0,8.0,True,1070000.0,Porte de Saint-Cloud - Auteuil-Sud,large
Paris 13e,81.0,4.0,3.0,10.0,9.0,True,689000.0,Nationale - Deux Moulins,medium
Paris 15e,82.0,4.0,3.0,9.0,4.0,True,825000.0,Violet - Commerce,medium
Paris 9e,181.0,6.0,4.0,6.0,1.0,True,1990000.0,Lorette - Martyrs,large
Paris 18e,25.11,3.0,2.0,5.0,0.0,True,234900.0,La Chapelle - Marx Dormoy,small
Paris 18e,89.5,4.0,3.0,2.0,0.0,True,720000.0,La Chapelle - Marx Dormoy,medium
Paris 9e,30.0,2.0,1.0,6.0,6.0,True,420000.0,Grands Boulevards,small
Paris 17e,40.0,3.0,2.0,6.0,3.0,True,389000.0,La Fourche - Guy Moquet,small
Paris 13e,62.0,3.0,2.0,3.0,2.0,True,730000.0,Croulebarbe,medium
Paris 12e,47.0,2.0,1.0,20.0,14.0,True,469000.0,Jardin de Reuilly,small
Paris 8e,43.0,3.0,2.0,6.0,4.0,True,525000.0,Europe,small
Paris 10e,76.81,3.0,1.0,5.0,4.0,True,779000.0,Saint-Vincent de Paul - Lariboisière,medium
Paris 19e,78.0,2.0,1.0,8.0,6.0,True,795000.0,Buttes Chaumont - Laumière - Manin,medium
Paris 20e,89.0,4.0,3.0,6.0,1.0,True,595000.0,Gambetta,medium
Paris 10e,98.0,5.0,3.0,5.0,4.0,True,999500.0,Château d'Eau - Lancry,medium
Paris 18e,132.5,5.0,4.0,5.0,2.0,True,1195000.0,La Chapelle - Marx Dormoy,large
Paris 8e,65.0,3.0,1.0,6.0,5.0,True,1200000.0,Triangle d'Or,medium
Paris 14e,39.15,2.0,1.0,6.0,6.0,True,484000.0,Jean Moulin - Porte d'Orléans,small
Paris 7e,33.94,1.0,0.0,4.0,4.0,True,690000.0,Champ de Mars,small
Paris 11e,17.0,1.0,0.0,6.0,0.0,True,170000.0,Belleville - Saint-Maur,small
Paris 18e,67.0,4.0,2.0,3.0,3.0,True,594000.0,La Chapelle - Marx Dormoy,medium
Paris 15e,42.0,2.0,1.0,5.0,3.0,True,436000.0,Violet - Commerce,small
Paris 10e,39.49,2.0,1.0,5.0,0.0,True,399000.0,Château d'Eau - Lancry,small
Paris 7e,127.0,6.0,4.0,6.0,4.0,True,2160000.0,Champ de Mars,large
Paris 13e,73.24,3.0,2.0,5.0,1.0,True,750000.0,Croulebarbe,medium
